custom_id,persona_pid,persona_source,condition,persona_index,source_key,name,raw_profile_chars,raw_profile_sha1,record_id,unit_id,treatment_name,chip_family,chip_family_display,cohort_name,stage_name,stage_code,experiment_name,players,model,top_k
concordia_chip_match__pid_concordia_7515c263835a__record_chip4__cohort_06_m8acrp__game_1__p001__g039,concordia_7515c263835a,concordia_persona_generator,concordia_chip_bargain_game_grounded_alphaevolve_5,1,concordia_chip_bargain_game_grounded_alphaevolve_5:001:Irene the Egalitarian,Irene the Egalitarian,4498,4eb71917b811772862056efcd2ea9778f3d72a04,chip4__cohort_06_m8acrp__game_1,chip4__cohort_06_m8acrp__game_1,CHIP4__GAME_1,chip4,4-Chip Bargaining,Cohort 06-m8acrp,First negotiation game-negotiation1,GAME_1,🟣 4p4,"[""pig-green-499"", ""zebra-red-3364"", ""swan-purple-7217""]",gpt-5-mini,3
concordia_chip_match__pid_concordia_7515c263835a__record_chip4__cohort_07_m8ad4g__game_1__p001__g040,concordia_7515c263835a,concordia_persona_generator,concordia_chip_bargain_game_grounded_alphaevolve_5,1,concordia_chip_bargain_game_grounded_alphaevolve_5:001:Irene the Egalitarian,Irene the Egalitarian,4498,4eb71917b811772862056efcd2ea9778f3d72a04,chip4__cohort_07_m8ad4g__game_1,chip4__cohort_07_m8ad4g__game_1,CHIP4__GAME_1,chip4,4-Chip Bargaining,Cohort 07-m8ad4g,First negotiation game-negotiation1,GAME_1,🟣 4p4,"[""kangaroo-red-5113"", ""frog-orange-8868"", ""unicorn-yellow-3690""]",gpt-5-mini,3
concordia_chip_match__pid_concordia_7515c263835a__record_chip4__cohort_01_m898xg__game_2_alt_profile__p001__g041,concordia_7515c263835a,concordia_persona_generator,concordia_chip_bargain_game_grounded_alphaevolve_5,1,concordia_chip_bargain_game_grounded_alphaevolve_5:001:Irene the Egalitarian,Irene the Egalitarian,4498,4eb71917b811772862056efcd2ea9778f3d72a04,chip4__cohort_01_m898xg__game_2_alt_profile,chip4__cohort_01_m898xg__game_2_alt_profile,CHIP4__GAME_2_ALT_PROFILE,chip4,4-Chip Bargaining,Cohort 01-m898xg,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🟣 4p3,"[""buffalo-yellow-4552"", ""goose-green-9189"", ""bear-red-8738""]",gpt-5-mini,3
concordia_chip_match__pid_concordia_7515c263835a__record_chip4__cohort_02_m7xl5i__game_2_alt_profile__p001__g042,concordia_7515c263835a,concordia_persona_generator,concordia_chip_bargain_game_grounded_alphaevolve_5,1,concordia_chip_bargain_game_grounded_alphaevolve_5:001:Irene the Egalitarian,Irene the Egalitarian,4498,4eb71917b811772862056efcd2ea9778f3d72a04,chip4__cohort_02_m7xl5i__game_2_alt_profile,chip4__cohort_02_m7xl5i__game_2_alt_profile,CHIP4__GAME_2_ALT_PROFILE,chip4,4-Chip Bargaining,Cohort 02-m7xl5i,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🟣 4p1 (n=20),"[""peacock-red-7894"", ""otter-orange-7286"", ""squid-pink-8454""]",gpt-5-mini,3
concordia_chip_match__pid_concordia_7515c263835a__record_chip4__cohort_02_m89542__game_2_alt_profile__p001__g043,concordia_7515c263835a,concordia_persona_generator,concordia_chip_bargain_game_grounded_alphaevolve_5,1,concordia_chip_bargain_game_grounded_alphaevolve_5:001:Irene the Egalitarian,Irene the Egalitarian,4498,4eb71917b811772862056efcd2ea9778f3d72a04,chip4__cohort_02_m89542__game_2_alt_profile,chip4__cohort_02_m89542__game_2_alt_profile,CHIP4__GAME_2_ALT_PROFILE,chip4,4-Chip Bargaining,Cohort 02-m89542,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🟣 4p2,"[""bear-blue-8468"", ""otter-yellow-9944"", ""dog-red-9959""]",gpt-5-mini,3
concordia_chip_match__pid_concordia_7515c263835a__record_chip4__cohort_02_m8aboy__game_2_alt_profile__p001__g044,concordia_7515c263835a,concordia_persona_generator,concordia_chip_bargain_game_grounded_alphaevolve_5,1,concordia_chip_bargain_game_grounded_alphaevolve_5:001:Irene the Egalitarian,Irene the Egalitarian,4498,4eb71917b811772862056efcd2ea9778f3d72a04,chip4__cohort_02_m8aboy__game_2_alt_profile,chip4__cohort_02_m8aboy__game_2_alt_profile,CHIP4__GAME_2_ALT_PROFILE,chip4,4-Chip Bargaining,Cohort 02-m8aboy,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🟣 4p4,"[""camel-yellow-4406"", ""otter-orange-6095"", ""badger-purple-8825""]",gpt-5-mini,3
concordia_chip_match__pid_concordia_7515c263835a__record_chip4__cohort_03_m898xg__game_2_alt_profile__p001__g045,concordia_7515c263835a,concordia_persona_generator,concordia_chip_bargain_game_grounded_alphaevolve_5,1,concordia_chip_bargain_game_grounded_alphaevolve_5:001:Irene the Egalitarian,Irene the Egalitarian,4498,4eb71917b811772862056efcd2ea9778f3d72a04,chip4__cohort_03_m898xg__game_2_alt_profile,chip4__cohort_03_m898xg__game_2_alt_profile,CHIP4__GAME_2_ALT_PROFILE,chip4,4-Chip Bargaining,Cohort 03-m898xg,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🟣 4p3,"[""camel-blue-7414"", ""squid-orange-6967"", ""lion-green-7491""]",gpt-5-mini,3
concordia_chip_match__pid_concordia_7515c263835a__record_chip4__cohort_04_m89542__game_2_alt_profile__p001__g046,concordia_7515c263835a,concordia_persona_generator,concordia_chip_bargain_game_grounded_alphaevolve_5,1,concordia_chip_bargain_game_grounded_alphaevolve_5:001:Irene the Egalitarian,Irene the Egalitarian,4498,4eb71917b811772862056efcd2ea9778f3d72a04,chip4__cohort_04_m89542__game_2_alt_profile,chip4__cohort_04_m89542__game_2_alt_profile,CHIP4__GAME_2_ALT_PROFILE,chip4,4-Chip Bargaining,Cohort 04-m89542,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🟣 4p2,"[""butterfly-yellow-2785"", ""badger-blue-8654"", ""cat-pink-5829""]",gpt-5-mini,3
concordia_chip_match__pid_concordia_7515c263835a__record_chip4__cohort_05_m7xlsd__game_2_alt_profile__p001__g047,concordia_7515c263835a,concordia_persona_generator,concordia_chip_bargain_game_grounded_alphaevolve_5,1,concordia_chip_bargain_game_grounded_alphaevolve_5:001:Irene the Egalitarian,Irene the Egalitarian,4498,4eb71917b811772862056efcd2ea9778f3d72a04,chip4__cohort_05_m7xlsd__game_2_alt_profile,chip4__cohort_05_m7xlsd__game_2_alt_profile,CHIP4__GAME_2_ALT_PROFILE,chip4,4-Chip Bargaining,Cohort 05-m7xlsd,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🟣 4p1 (n=20),"[""whale-pink-487"", ""iguana-red-1430"", ""duck-red-8937""]",gpt-5-mini,3
concordia_chip_match__pid_concordia_7515c263835a__record_chip4__cohort_05_m898xg__game_2_alt_profile__p001__g048,concordia_7515c263835a,concordia_persona_generator,concordia_chip_bargain_game_grounded_alphaevolve_5,1,concordia_chip_bargain_game_grounded_alphaevolve_5:001:Irene the Egalitarian,Irene the Egalitarian,4498,4eb71917b811772862056efcd2ea9778f3d72a04,chip4__cohort_05_m898xg__game_2_alt_profile,chip4__cohort_05_m898xg__game_2_alt_profile,CHIP4__GAME_2_ALT_PROFILE,chip4,4-Chip Bargaining,Cohort 05-m898xg,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🟣 4p3,"[""butterfly-purple-4350"", ""owl-yellow-8687"", ""ram-green-9746""]",gpt-5-mini,3
concordia_chip_match__pid_concordia_5d41cb61a36a__record_chip2__cohort_01_m7xia7__game_1__p002__g001,concordia_5d41cb61a36a,concordia_persona_generator,concordia_chip_bargain_game_grounded_alphaevolve_5,2,concordia_chip_bargain_game_grounded_alphaevolve_5:002:Marcus the Maximizer,Marcus the Maximizer,4146,e4c3896ad8b1c3f2fee3271fd05cd33b9e74081a,chip2__cohort_01_m7xia7__game_1,chip2__cohort_01_m7xia7__game_1,CHIP2__GAME_1,chip2,2-Chip Bargaining,Cohort 01-m7xia7,First negotiation game-negotiation1,GAME_1,🟢 2p2 (n=20),"[""dog-orange-384"", ""buffalo-red-6989"", ""cat-pink-8143""]",gpt-5-mini,3
concordia_chip_match__pid_concordia_5d41cb61a36a__record_chip2__cohort_02_m7xiz2__game_1__p002__g002,concordia_5d41cb61a36a,concordia_persona_generator,concordia_chip_bargain_game_grounded_alphaevolve_5,2,concordia_chip_bargain_game_grounded_alphaevolve_5:002:Marcus the Maximizer,Marcus the Maximizer,4146,e4c3896ad8b1c3f2fee3271fd05cd33b9e74081a,chip2__cohort_02_m7xiz2__game_1,chip2__cohort_02_m7xiz2__game_1,CHIP2__GAME_1,chip2,2-Chip Bargaining,Cohort 02-m7xiz2,First negotiation game-negotiation1,GAME_1,🟢 2p2 (n=20),"[""otter-blue-1497"", ""peacock-pink-777"", ""badger-red-827""]",gpt-5-mini,3
concordia_chip_match__pid_concordia_5d41cb61a36a__record_chip2__cohort_03_m8aexq__game_1__p002__g003,concordia_5d41cb61a36a,concordia_persona_generator,concordia_chip_bargain_game_grounded_alphaevolve_5,2,concordia_chip_bargain_game_grounded_alphaevolve_5:002:Marcus the Maximizer,Marcus the Maximizer,4146,e4c3896ad8b1c3f2fee3271fd05cd33b9e74081a,chip2__cohort_03_m8aexq__game_1,chip2__cohort_03_m8aexq__game_1,CHIP2__GAME_1,chip2,2-Chip Bargaining,Cohort 03-m8aexq,First negotiation game-negotiation1,GAME_1,🟢 2p3,"[""dog-purple-778"", ""peacock-purple-2249"", ""owl-orange-1045""]",gpt-5-mini,3
concordia_chip_match__pid_concordia_5d41cb61a36a__record_chip2__cohort_05_m7xjzy__game_1__p002__g004,concordia_5d41cb61a36a,concordia_persona_generator,concordia_chip_bargain_game_grounded_alphaevolve_5,2,concordia_chip_bargain_game_grounded_alphaevolve_5:002:Marcus the Maximizer,Marcus the Maximizer,4146,e4c3896ad8b1c3f2fee3271fd05cd33b9e74081a,chip2__cohort_05_m7xjzy__game_1,chip2__cohort_05_m7xjzy__game_1,CHIP2__GAME_1,chip2,2-Chip Bargaining,Cohort 05-m7xjzy,First negotiation game-negotiation1,GAME_1,🟢 2p2 (n=20),"[""owl-yellow-7660"", ""iguana-red-1137"", ""whale-blue-4588""]",gpt-5-mini,3
concordia_chip_match__pid_concordia_5d41cb61a36a__record_chip2__cohort_07_m8ag8i__game_1__p002__g005,concordia_5d41cb61a36a,concordia_persona_generator,concordia_chip_bargain_game_grounded_alphaevolve_5,2,concordia_chip_bargain_game_grounded_alphaevolve_5:002:Marcus the Maximizer,Marcus the Maximizer,4146,e4c3896ad8b1c3f2fee3271fd05cd33b9e74081a,chip2__cohort_07_m8ag8i__game_1,chip2__cohort_07_m8ag8i__game_1,CHIP2__GAME_1,chip2,2-Chip Bargaining,Cohort 07-m8ag8i,First negotiation game-negotiation1,GAME_1,🟢 2p3,"[""whale-green-1798"", ""swan-pink-1424"", ""turtle-yellow-7601""]",gpt-5-mini,3
concordia_chip_match__pid_concordia_5d41cb61a36a__record_chip2__cohort_12_m8agmu__game_1__p002__g006,concordia_5d41cb61a36a,concordia_persona_generator,concordia_chip_bargain_game_grounded_alphaevolve_5,2,concordia_chip_bargain_game_grounded_alphaevolve_5:002:Marcus the Maximizer,Marcus the Maximizer,4146,e4c3896ad8b1c3f2fee3271fd05cd33b9e74081a,chip2__cohort_12_m8agmu__game_1,chip2__cohort_12_m8agmu__game_1,CHIP2__GAME_1,chip2,2-Chip Bargaining,Cohort 12-m8agmu,First negotiation game-negotiation1,GAME_1,🟢 2p3,"[""monkey-pink-6874"", ""buffalo-orange-6610"", ""goose-purple-9985""]",gpt-5-mini,3
concordia_chip_match__pid_concordia_5d41cb61a36a__record_chip2__cohort_14_m8agmu__game_1__p002__g007,concordia_5d41cb61a36a,concordia_persona_generator,concordia_chip_bargain_game_grounded_alphaevolve_5,2,concordia_chip_bargain_game_grounded_alphaevolve_5:002:Marcus the Maximizer,Marcus the Maximizer,4146,e4c3896ad8b1c3f2fee3271fd05cd33b9e74081a,chip2__cohort_14_m8agmu__game_1,chip2__cohort_14_m8agmu__game_1,CHIP2__GAME_1,chip2,2-Chip Bargaining,Cohort 14-m8agmu,First negotiation game-negotiation1,GAME_1,🟢 2p3,"[""ram-pink-8623"", ""squid-yellow-4597"", ""otter-pink-5988""]",gpt-5-mini,3
concordia_chip_match__pid_concordia_5d41cb61a36a__record_chip2__cohort_15_m8agmu__game_1__p002__g008,concordia_5d41cb61a36a,concordia_persona_generator,concordia_chip_bargain_game_grounded_alphaevolve_5,2,concordia_chip_bargain_game_grounded_alphaevolve_5:002:Marcus the Maximizer,Marcus the Maximizer,4146,e4c3896ad8b1c3f2fee3271fd05cd33b9e74081a,chip2__cohort_15_m8agmu__game_1,chip2__cohort_15_m8agmu__game_1,CHIP2__GAME_1,chip2,2-Chip Bargaining,Cohort 15-m8agmu,First negotiation game-negotiation1,GAME_1,🟢 2p3,"[""camel-pink-767"", ""butterfly-yellow-2139"", ""alligator-orange-9612""]",gpt-5-mini,3
concordia_chip_match__pid_concordia_5d41cb61a36a__record_chip2__cohort_04_m8aexq__game_2_alt_profile__p002__g009,concordia_5d41cb61a36a,concordia_persona_generator,concordia_chip_bargain_game_grounded_alphaevolve_5,2,concordia_chip_bargain_game_grounded_alphaevolve_5:002:Marcus the Maximizer,Marcus the Maximizer,4146,e4c3896ad8b1c3f2fee3271fd05cd33b9e74081a,chip2__cohort_04_m8aexq__game_2_alt_profile,chip2__cohort_04_m8aexq__game_2_alt_profile,CHIP2__GAME_2_ALT_PROFILE,chip2,2-Chip Bargaining,Cohort 04-m8aexq,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🟢 2p3,"[""iguana-orange-9224"", ""ram-red-5745"", ""dolphin-purple-6605""]",gpt-5-mini,3
concordia_chip_match__pid_concordia_5d41cb61a36a__record_chip2__cohort_05_m7xjzy__game_2_alt_profile__p002__g010,concordia_5d41cb61a36a,concordia_persona_generator,concordia_chip_bargain_game_grounded_alphaevolve_5,2,concordia_chip_bargain_game_grounded_alphaevolve_5:002:Marcus the Maximizer,Marcus the Maximizer,4146,e4c3896ad8b1c3f2fee3271fd05cd33b9e74081a,chip2__cohort_05_m7xjzy__game_2_alt_profile,chip2__cohort_05_m7xjzy__game_2_alt_profile,CHIP2__GAME_2_ALT_PROFILE,chip2,2-Chip Bargaining,Cohort 05-m7xjzy,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🟢 2p2 (n=20),"[""iguana-red-1137"", ""owl-yellow-7660"", ""whale-blue-4588""]",gpt-5-mini,3
concordia_chip_match__pid_concordia_5d41cb61a36a__record_chip2__cohort_05_m8aexq__game_2_alt_profile__p002__g011,concordia_5d41cb61a36a,concordia_persona_generator,concordia_chip_bargain_game_grounded_alphaevolve_5,2,concordia_chip_bargain_game_grounded_alphaevolve_5:002:Marcus the Maximizer,Marcus the Maximizer,4146,e4c3896ad8b1c3f2fee3271fd05cd33b9e74081a,chip2__cohort_05_m8aexq__game_2_alt_profile,chip2__cohort_05_m8aexq__game_2_alt_profile,CHIP2__GAME_2_ALT_PROFILE,chip2,2-Chip Bargaining,Cohort 05-m8aexq,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🟢 2p3,"[""duck-pink-5390"", ""gorilla-purple-6898"", ""kangaroo-purple-4743""]",gpt-5-mini,3
concordia_chip_match__pid_concordia_5d41cb61a36a__record_chip2__cohort_12_m8agmu__game_2_alt_profile__p002__g012,concordia_5d41cb61a36a,concordia_persona_generator,concordia_chip_bargain_game_grounded_alphaevolve_5,2,concordia_chip_bargain_game_grounded_alphaevolve_5:002:Marcus the Maximizer,Marcus the Maximizer,4146,e4c3896ad8b1c3f2fee3271fd05cd33b9e74081a,chip2__cohort_12_m8agmu__game_2_alt_profile,chip2__cohort_12_m8agmu__game_2_alt_profile,CHIP2__GAME_2_ALT_PROFILE,chip2,2-Chip Bargaining,Cohort 12-m8agmu,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🟢 2p3,"[""goose-purple-9985"", ""buffalo-orange-6610"", ""monkey-pink-6874""]",gpt-5-mini,3
concordia_chip_match__pid_concordia_5d41cb61a36a__record_chip2__cohort_14_m8agmu__game_2_alt_profile__p002__g013,concordia_5d41cb61a36a,concordia_persona_generator,concordia_chip_bargain_game_grounded_alphaevolve_5,2,concordia_chip_bargain_game_grounded_alphaevolve_5:002:Marcus the Maximizer,Marcus the Maximizer,4146,e4c3896ad8b1c3f2fee3271fd05cd33b9e74081a,chip2__cohort_14_m8agmu__game_2_alt_profile,chip2__cohort_14_m8agmu__game_2_alt_profile,CHIP2__GAME_2_ALT_PROFILE,chip2,2-Chip Bargaining,Cohort 14-m8agmu,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🟢 2p3,"[""otter-pink-5988"", ""ram-pink-8623"", ""squid-yellow-4597""]",gpt-5-mini,3
concordia_chip_match__pid_concordia_5d41cb61a36a__record_chip2__cohort_15_m8agmu__game_2_alt_profile__p002__g014,concordia_5d41cb61a36a,concordia_persona_generator,concordia_chip_bargain_game_grounded_alphaevolve_5,2,concordia_chip_bargain_game_grounded_alphaevolve_5:002:Marcus the Maximizer,Marcus the Maximizer,4146,e4c3896ad8b1c3f2fee3271fd05cd33b9e74081a,chip2__cohort_15_m8agmu__game_2_alt_profile,chip2__cohort_15_m8agmu__game_2_alt_profile,CHIP2__GAME_2_ALT_PROFILE,chip2,2-Chip Bargaining,Cohort 15-m8agmu,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🟢 2p3,"[""camel-pink-767"", ""butterfly-yellow-2139"", ""alligator-orange-9612""]",gpt-5-mini,3
concordia_chip_match__pid_concordia_5d41cb61a36a__record_chip2__cohort_18_m8agzl__game_2_alt_profile__p002__g015,concordia_5d41cb61a36a,concordia_persona_generator,concordia_chip_bargain_game_grounded_alphaevolve_5,2,concordia_chip_bargain_game_grounded_alphaevolve_5:002:Marcus the Maximizer,Marcus the Maximizer,4146,e4c3896ad8b1c3f2fee3271fd05cd33b9e74081a,chip2__cohort_18_m8agzl__game_2_alt_profile,chip2__cohort_18_m8agzl__game_2_alt_profile,CHIP2__GAME_2_ALT_PROFILE,chip2,2-Chip Bargaining,Cohort 18-m8agzl,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🟢 2p3,"[""pig-blue-1277"", ""turtle-yellow-3106"", ""elephant-yellow-5788""]",gpt-5-mini,3
concordia_chip_match__pid_concordia_5d41cb61a36a__record_chip2__cohort_20_m8agzl__game_2_alt_profile__p002__g016,concordia_5d41cb61a36a,concordia_persona_generator,concordia_chip_bargain_game_grounded_alphaevolve_5,2,concordia_chip_bargain_game_grounded_alphaevolve_5:002:Marcus the Maximizer,Marcus the Maximizer,4146,e4c3896ad8b1c3f2fee3271fd05cd33b9e74081a,chip2__cohort_20_m8agzl__game_2_alt_profile,chip2__cohort_20_m8agzl__game_2_alt_profile,CHIP2__GAME_2_ALT_PROFILE,chip2,2-Chip Bargaining,Cohort 20-m8agzl,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🟢 2p3,"[""tiger-yellow-3019"", ""bat-purple-4553"", ""unicorn-pink-1559""]",gpt-5-mini,3
concordia_chip_match__pid_concordia_5d41cb61a36a__record_chip3__cohort_01_m8aiq8__game_1__p002__g017,concordia_5d41cb61a36a,concordia_persona_generator,concordia_chip_bargain_game_grounded_alphaevolve_5,2,concordia_chip_bargain_game_grounded_alphaevolve_5:002:Marcus the Maximizer,Marcus the Maximizer,4146,e4c3896ad8b1c3f2fee3271fd05cd33b9e74081a,chip3__cohort_01_m8aiq8__game_1,chip3__cohort_01_m8aiq8__game_1,CHIP3__GAME_1,chip3,3-Chip Bargaining,Cohort 01-m8aiq8,First negotiation game-negotiation1,GAME_1,🔵 3p2,"[""buffalo-green-2230"", ""bear-green-5745"", ""goose-green-3433""]",gpt-5-mini,3
concordia_chip_match__pid_concordia_5d41cb61a36a__record_chip3__cohort_05_m8aiq8__game_1__p002__g018,concordia_5d41cb61a36a,concordia_persona_generator,concordia_chip_bargain_game_grounded_alphaevolve_5,2,concordia_chip_bargain_game_grounded_alphaevolve_5:002:Marcus the Maximizer,Marcus the Maximizer,4146,e4c3896ad8b1c3f2fee3271fd05cd33b9e74081a,chip3__cohort_05_m8aiq8__game_1,chip3__cohort_05_m8aiq8__game_1,CHIP3__GAME_1,chip3,3-Chip Bargaining,Cohort 05-m8aiq8,First negotiation game-negotiation1,GAME_1,🔵 3p2,"[""alligator-blue-3197"", ""lion-orange-6194"", ""iguana-orange-3232""]",gpt-5-mini,3
concordia_chip_match__pid_concordia_5d41cb61a36a__record_chip3__g11_m5wp7b__game_1__p002__g019,concordia_5d41cb61a36a,concordia_persona_generator,concordia_chip_bargain_game_grounded_alphaevolve_5,2,concordia_chip_bargain_game_grounded_alphaevolve_5:002:Marcus the Maximizer,Marcus the Maximizer,4146,e4c3896ad8b1c3f2fee3271fd05cd33b9e74081a,chip3__g11_m5wp7b__game_1,chip3__g11_m5wp7b__game_1,CHIP3__GAME_1,chip3,3-Chip Bargaining,g11-m5wp7b,First negotiation game-negotiation1,GAME_1,🔵 3p1 (N= 54),"[""cat-green-4185"", ""iguana-yellow-3262"", ""zebra-pink-2457""]",gpt-5-mini,3
concordia_chip_match__pid_concordia_5d41cb61a36a__record_chip3__g17_m5wp8w__game_1__p002__g020,concordia_5d41cb61a36a,concordia_persona_generator,concordia_chip_bargain_game_grounded_alphaevolve_5,2,concordia_chip_bargain_game_grounded_alphaevolve_5:002:Marcus the Maximizer,Marcus the Maximizer,4146,e4c3896ad8b1c3f2fee3271fd05cd33b9e74081a,chip3__g17_m5wp8w__game_1,chip3__g17_m5wp8w__game_1,CHIP3__GAME_1,chip3,3-Chip Bargaining,g17-m5wp8w,First negotiation game-negotiation1,GAME_1,🔵 3p1 (N= 54),"[""iguana-blue-1059"", ""owl-green-168"", ""squid-purple-9957""]",gpt-5-mini,3
concordia_chip_match__pid_concordia_5d41cb61a36a__record_chip3__g20_m5wq93__game_1__p002__g021,concordia_5d41cb61a36a,concordia_persona_generator,concordia_chip_bargain_game_grounded_alphaevolve_5,2,concordia_chip_bargain_game_grounded_alphaevolve_5:002:Marcus the Maximizer,Marcus the Maximizer,4146,e4c3896ad8b1c3f2fee3271fd05cd33b9e74081a,chip3__g20_m5wq93__game_1,chip3__g20_m5wq93__game_1,CHIP3__GAME_1,chip3,3-Chip Bargaining,g20-m5wq93,First negotiation game-negotiation1,GAME_1,🔵 3p1 (N= 54),"[""lion-blue-472"", ""octopus-green-4361"", ""ram-purple-2824""]",gpt-5-mini,3
concordia_chip_match__pid_concordia_5d41cb61a36a__record_chip3__g6_m5wp77__game_1__p002__g022,concordia_5d41cb61a36a,concordia_persona_generator,concordia_chip_bargain_game_grounded_alphaevolve_5,2,concordia_chip_bargain_game_grounded_alphaevolve_5:002:Marcus the Maximizer,Marcus the Maximizer,4146,e4c3896ad8b1c3f2fee3271fd05cd33b9e74081a,chip3__g6_m5wp77__game_1,chip3__g6_m5wp77__game_1,CHIP3__GAME_1,chip3,3-Chip Bargaining,g6-m5wp77,First negotiation game-negotiation1,GAME_1,🔵 3p1 (N= 54),"[""dog-green-8079"", ""parrot-pink-5400"", ""turtle-red-9966""]",gpt-5-mini,3
concordia_chip_match__pid_concordia_5d41cb61a36a__record_chip3__g7_m5wp78__game_1__p002__g023,concordia_5d41cb61a36a,concordia_persona_generator,concordia_chip_bargain_game_grounded_alphaevolve_5,2,concordia_chip_bargain_game_grounded_alphaevolve_5:002:Marcus the Maximizer,Marcus the Maximizer,4146,e4c3896ad8b1c3f2fee3271fd05cd33b9e74081a,chip3__g7_m5wp78__game_1,chip3__g7_m5wp78__game_1,CHIP3__GAME_1,chip3,3-Chip Bargaining,g7-m5wp78,First negotiation game-negotiation1,GAME_1,🔵 3p1 (N= 54),"[""badger-green-4722"", ""peacock-purple-5231"", ""unicorn-blue-7096""]",gpt-5-mini,3
