question_id,block_name,question_type,source,wave_1_exists,wave_2_exists,wave_3_exists,wave_presence,wave_mapping_method,question_text_full,options_json,rows_json,csv_columns_json
QID9_5,Product Preferences - Pricing,MC,wave4_Q_wave1_3_A,False,False,False,,questionnaire_text_match,"Please consider the following product category: Refrigerated Deli Meats. Suppose you are in a grocery store, and you see the following product in that category: Goya Cooked Ham 16 oz. The product is priced at: $53.98. Would you or would you not purchase this product?","[""Yes, I would purchase the product"", ""No, I would not purchase the product""]",[],"[""QID9_5""]"
QID9_6,Product Preferences - Pricing,MC,wave4_Q_wave1_3_A,False,False,False,,questionnaire_text_match,"Please consider the following product category: Snacks - Potato Chips. Suppose you are in a grocery store, and you see the following product in that category: Lay's Classic Potato Snack Chips, Party Size, 13 oz Bag. The product is priced at: $7.62. Would you or would you not purchase this product?","[""Yes, I would purchase the product"", ""No, I would not purchase the product""]",[],"[""QID9_6""]"
QID9_7,Product Preferences - Pricing,MC,wave4_Q_wave1_3_A,False,False,False,,questionnaire_text_match,"Please consider the following product category: Bottled Water. Suppose you are in a grocery store, and you see the following product in that category: OZARKA Brand 100% Natural Spring Water, 16.9-ounce plastic bottles (Pack of 35). The product is priced at: $11.98. Would you or would you not purchase this product?","[""Yes, I would purchase the product"", ""No, I would not purchase the product""]",[],"[""QID9_7""]"
QID9_8,Product Preferences - Pricing,MC,wave4_Q_wave1_3_A,False,False,False,,questionnaire_text_match,"Please consider the following product category: Pet Supplies - Dog Food. Suppose you are in a grocery store, and you see the following product in that category: Purina Dog Chow Complete, Dry Dog Food for Adult Dogs High Protein, Real Chicken, 44 lb Bag. The product is priced at: $11.67. Would you or would you not purchase this product?","[""Yes, I would purchase the product"", ""No, I would not purchase the product""]",[],"[""QID9_8""]"
QID9_9,Product Preferences - Pricing,MC,wave4_Q_wave1_3_A,False,False,False,,questionnaire_text_match,"Please consider the following product category: Fresh Fruit. Suppose you are in a grocery store, and you see the following product in that category: Fresh Raspberries, 12 oz Container. The product is priced at: $0.95. Would you or would you not purchase this product?","[""Yes, I would purchase the product"", ""No, I would not purchase the product""]",[],"[""QID9_9""]"
QID174,Proportion dominance 1A ,MC,wave4_Q_wave1_3_A,False,False,True,3,questionnaire_text_match,"Imagine that highway safety experts have determined that a substantial number of people are at risk of dying in a type of automobile fire. A requirement that every car have a built-in fire extinguisher (estimated cost, $300) would save the 150 people who would otherwise die every year in this type of automobile fire. Rate the following statement about yourself: I would be supportive of this requirement.","[""Disagree strongly"", ""Disagree a little"", ""Neither agree nor disagree"", ""Agree a little"", ""Agree strongly""]",[],"[""QID174""]"
QID175,Proportion dominance 1B,MC,wave4_Q_wave1_3_A,False,False,True,3,questionnaire_text_match,"Imagine that highway safety experts have determined that a substantial number of people are at risk of dying in a type of automobile fire. A requirement that every car have a built-in fire extinguisher (estimated cost, $300) would save 98% of the 150 people who would otherwise die every year in this type of automobile fire. Rate the following statement about yourself: I would be supportive of this requirement.","[""Disagree strongly"", ""Disagree a little"", ""Neither agree nor disagree"", ""Agree a little"", ""Agree strongly""]",[],"[""QID175""]"
QID176,Proportion dominance 1C,MC,wave4_Q_wave1_3_A,False,False,True,3,questionnaire_text_match,"Imagine that highway safety experts have determined that a substantial number of people are at risk of dying in a type of automobile fire. A requirement that every car have a built-in fire extinguisher (estimated cost, $300) would save 95% of the 150 people who would otherwise die every year in this type of automobile fire. Rate the following statement about yourself: I would be supportive of this requirement.","[""Disagree strongly"", ""Disagree a little"", ""Neither agree nor disagree"", ""Agree a little"", ""Agree strongly""]",[],"[""QID176""]"
QID177,Proportion dominance 2A,MC,wave4_Q_wave1_3_A,False,False,True,3,questionnaire_text_match,"You have recently graduated from university, obtained a good job, and are buying a new car. A newly designed seatbelt has just become available that would save the lives of the 500 drivers a year who are involved in a type of head-on-collision. (Approximately half of these fatalities involve drivers who were not at fault.) The newly designed seatbelt is not yet standard on most car models. However, it is available as a $500 option for the car model that you are ordering. How likely is it that you would order your new car with this optional seatbelt?","[""very unlikely"", ""unlikely"", ""somewhat unlikely"", ""somewhat likely"", ""likely"", ""very likely""]",[],"[""QID177""]"
QID178,Proportion dominance 2B ,MC,wave4_Q_wave1_3_A,False,False,True,3,questionnaire_text_match,"You have recently graduated from university, obtained a good job, and are buying a new car. A newly designed seatbelt has just become available that would save the lives of 98% of the 500 drivers a year who are involved in a type of head-on-collision. (Approximately half of these fatalities involve drivers who were not at fault.) The newly designed seatbelt is not yet standard on most car models. However, it is available as a $500 option for the car model that you are ordering. How likely is it that you would order your new car with this optional seatbelt?","[""very unlikely"", ""unlikely"", ""somewhat unlikely"", ""somewhat likely"", ""likely"", ""very likely""]",[],"[""QID178""]"
QID179,Proportion dominance 2C,MC,wave4_Q_wave1_3_A,False,False,True,3,questionnaire_text_match,"You have recently graduated from university, obtained a good job, and are buying a new car. A newly designed seatbelt has just become available that would save the lives of 95% of the 500 drivers a year who are involved in a type of head-on-collision. (Approximately half of these fatalities involve drivers who were not at fault.) The newly designed seatbelt is not yet standard on most car models. However, it is available as a $500 option for the car model that you are ordering. How likely is it that you would order your new car with this optional seatbelt?","[""very unlikely"", ""unlikely"", ""somewhat unlikely"", ""somewhat likely"", ""likely"", ""very likely""]",[],"[""QID179""]"
QID181,Sunk cost - no,TE,wave4_Q_wave1_3_A,True,False,False,1,questionnaire_text_match,"Imagine that Coffee Connection sells coffee for $1.50 per cup. Java Coffee, a competitor, sells coffee for just $2.00 per cup. Although the Coffee Connection store is ten minutes away by car, Java Coffee is only about 1/2 block from your apartment. Assuming that you only buy coffee from these two places and that you like the coffee sold in both places the same, how many of your next 20 coffee purchases would be from Java Coffee? Enter a number between 0 and 20.",[],[],"[""QID181_TEXT""]"
QID182,Sunk cost - yes,TE,wave4_Q_wave1_3_A,True,False,False,1,questionnaire_text_match,"Imagine that you just paid $50 for a Coffee Connection discount card that allows you to buy coffee for 50% off the regular price of $3.00 (i.e., you pay $1.50). Soon after you purchased the Coffee Connection discount card, Java Coffee, a competitor, opened a new store that sells coffee for just $2.00 per cup. Although the Coffee Connection store is ten minutes away by car, Java Coffee is only about 1/2 block from your apartment. Assuming that you only buy coffee from these two places and that you like the coffee sold in both places the same, how many of your next 20 coffee purchases would be from Java Coffee? Enter a number between 0 and 20.",[],[],"[""QID182_TEXT""]"
QID191,WTA/WTP Thaler - WTP noncertainty,MC,wave4_Q_wave1_3_A,False,False,True,3,questionnaire_text_match,"Imagine that when you went to the movies last week, you were inadvertently exposed to a rare and fatal virus. The possibility of actually contracting the disease is 4 in 1,000, but once you have the illness there is no known cure. On the other hand, you can, readily and now, be given an injection that reduces the possibility of contracting the disease to 3 in 1,000. Unfortunately, these injections are only available in very small quantities and are sold to the highest bidder. What is the highest price you would be prepared to pay for such an injection?","[""$10"", ""$100"", ""$1,000"", ""$10,000"", ""$50,000"", ""$100,000"", ""$250,000"", ""$500,000"", ""$1,000,000"", ""$5,000,000 or more""]",[],"[""QID191""]"
QID190,WTA/WTP Thaler problem - WTA certainty,MC,wave4_Q_wave1_3_A,False,False,True,3,questionnaire_text_match,"Imagine that a group of research scientists in the School of Medicine are running a laboratory experiment on a vaccine for a rare and fatal virus. The possibility of actually contracting the disease from the vaccine is 1 in 1,000, but once you have the disease there is no known cure. The scientists are seeking volunteers to test the vaccine on. What is the lowest amount that you would have to be paid before you would take part in this experiment?","[""$10"", ""$100"", ""$1,000"", ""$10,000"", ""$50,000"", ""$100,000"", ""$250,000"", ""$500,000"", ""$1,000,000"", ""$5,000,000 or more""]",[],"[""QID190""]"
QID189,WTA/WTP Thaler problem - WTP certainty,MC,wave4_Q_wave1_3_A,False,False,True,3,questionnaire_text_match,"Imagine that when you went to the movies last week, you were inadvertently exposed to a rare and fatal virus. The possibility of actually contracting the disease is 1 in 1,000, but once you have the illness there is no known cure. On the other hand, you can, readily and now, be given an injection that stops the development of the illness. Unfortunately, these injections are only available in very small quantities and are sold to the highest bidder. What is the highest price you would be prepared to pay for such an injection? [You can get a long-term, low-interest loan if needed.]:","[""$10"", ""$100"", ""$1,000"", ""$10,000"", ""$50,000"", ""$100,000"", ""$250,000"", ""$500,000"", ""$1,000,000"", ""$5,000,000 or more""]",[],"[""QID189""]"
